manufacturer,model name,category,screen size,cpu,ram(GB),gpu,operating system,operating system version,weight(kg),price,resolution,screen_type,touchscreen,cpu_freq(GHz),storage_1_gb,storage_1_type,storage_2_gb,storage_2_type,cpu_brand,gpu_brand
Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,"15.6""",Intel Core i5 8250U ,4.0,Intel UHD Graphics 620,Windows,10,1.8,7371468.0,1920x1080,,0.0,1.6,256.0,SSD,0.0,NaN,Intel,Intel
HP,Omen 17-w212nv,Gaming,"17.3""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,3.35,10590372.0,1920x1080,IPSPanel,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,Yoga 700-11ISK,2 in 1 Convertible,"11.3""",Intel Core M m7-6Y75 ,8.0,Intel HD Graphics 515,Windows,10,1.1,11550708.0,1920x1080,IPSPanel,1.0,1.2,256.0,SSD,0.0,NaN,Intel,Intel
HP,ProBook 450,Notebook,"15.6""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,2.04,9514440.0,1920x1080,,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Intel
Asus,UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce,Ultrabook,"14.0""",Intel Core i7 7500U ,8.0,Nvidia GeForce 940MX,Windows,10,1.3,10608156.0,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Nvidia
Lenovo,ThinkPad E570,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,Windows,10,2.3,5023980.0,1366x768,,0.0,2.0,128.0,SSD,0.0,NaN,Intel,Intel
HP,Spectre x360,2 in 1 Convertible,"13.3""",Intel Core i5 8250U ,8.0,Intel UHD Graphics 620,Windows,10,1.29,13329108.0,3840x2160,IPSPanel,1.0,1.6,256.0,SSD,0.0,NaN,Intel,Intel
Acer,Aspire R7,2 in 1 Convertible,"13.3""",Intel Core i5 6200U ,8.0,Intel HD Graphics 520,Windows,10,1.6,6126588.0,1920x1080,IPSPanel,1.0,2.3,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,ThinkPad T570,Notebook,"15.6""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.99,15374268.0,1920x1080,IPSPanel,0.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
HP,15-bs002nv (i3-6006U/4GB/128GB/FHD/W10),Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,Windows,10,1.91,3903588.0,1920x1080,,0.0,2.0,128.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 3567,Notebook,"15.6""",Intel Core i3 6006U ,4.0,AMD Radeon R5 M430,Windows,10,2.2,3992508.0,1920x1080,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,AMD
Lenovo,ThinkPad X1,Ultrabook,"14.0""",Intel Core i7 6500U ,8.0,Intel HD Graphics 520,Windows,10,1.17,14997602.88,2560x1440,IPSPanel,0.0,2.5,512.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 5570,Notebook,"15.6""",Intel Core i7 8550U ,8.0,AMD Radeon 530,Windows,10,2.2,8758620.0,1920x1080,,0.0,1.8,128.0,SSD,2000.0,HDD,Intel,AMD
HP,ProBook 450,Notebook,"15.6""",Intel Core i7 7500U ,8.0,Nvidia GeForce 930MX,Windows,10,2.04,9060859.08,1920x1080,,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Nvidia
Lenovo,Chromebook N23,Netbook,"11.6""",Intel Celeron Dual Core N3060 ,4.0,Intel HD Graphics 400,Chrome OS,,1.25,2356380.0,1366x768,,0.0,1.6,16.0,SSD,0.0,NaN,Intel,Intel
HP,255 G6,Notebook,"15.6""",AMD A6-Series 9220 ,4.0,AMD Radeon R4 Graphics,Windows,10,1.86,3281148.0,1366x768,,0.0,2.5,256.0,SSD,0.0,NaN,AMD,AMD
Asus,VivoBook E403NA,Notebook,"14.0""",Intel Celeron Dual Core N3350 ,4.0,Intel HD Graphics 500,Windows,10,1.5,2543112.0,1366x768,,0.0,1.1,32.0,FlashStorage,0.0,NaN,Intel,Intel
Dell,Vostro 5568,Notebook,"15.6""",Intel Core i7 7500U ,8.0,Nvidia GeForce GT 940MX,Linux,,1.98,7958428.92,1920x1080,,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Nvidia
Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,"11.6""",Intel Celeron Quad Core N3160 ,4.0,Intel HD Graphics 400,Chrome OS,,1.25,3370068.0,1366x768,IPSPanel,1.0,1.6,32.0,FlashStorage,0.0,NaN,Intel,Intel
Dell,Alienware 17,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1070,Windows,10,4.42,23999508.0,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Asus,VivoBook Pro,Notebook,"15.6""",Intel Core i5 7300HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,1.99,8061665.04,1920x1080,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Nvidia
Acer,Aspire A715-71G,Notebook,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050 Ti,Linux,,2.5,8705268.0,1920x1080,,0.0,2.8,256.0,SSD,0.0,NaN,Intel,Nvidia
Dell,Vostro 5568,Notebook,"15.6""",Intel Core i7 7500U ,8.0,Nvidia GeForce 940MX,Windows,10,2.18,8980030.8,1920x1080,,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Nvidia
HP,Probook 440,Notebook,"14.0""",Intel Core i3 7100U ,4.0,Intel HD Graphics 620,Windows,10,1.64,6082128.0,1366x768,,0.0,2.4,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15AST,Notebook,"17.3""",AMD A6-Series 9220 ,8.0,AMD Radeon R4,Windows,10,2.8,4614948.0,1600x900,,0.0,2.5,1000.0,HDD,0.0,NaN,AMD,AMD
HP,Elitebook 1040,Ultrabook,"14.0""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.36,15561000.0,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Intel
HP,Probook 440,Notebook,"14.0""",Intel Core i7 8550U ,8.0,Intel UHD Graphics 620,Windows,10,1.63,8785296.0,1920x1080,,0.0,1.8,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 3567,Notebook,"15.6""",Intel Core i7 7500U ,8.0,AMD Radeon R5 M430,Windows,10,2.2,6624540.0,1920x1080,,0.0,2.7,256.0,SSD,0.0,NaN,Intel,AMD
Dell,Inspiron 5567,Notebook,"15.6""",Intel Core i5 7200U ,8.0,AMD Radeon R7 M445,Windows,10,2.36,5681899.08,1366x768,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,AMD
Toshiba,Satellite Pro,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,2.0,7051356.0,1366x768,,0.0,2.5,128.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 5379,2 in 1 Convertible,"13.3""",Intel Core i7 8550U ,8.0,Intel UHD Graphics 620,Windows,10,1.62,7727236.92,1920x1080,,1.0,1.8,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Vostro 5568,Notebook,"15.6""",Intel Core i5 7200U ,4.0,Nvidia GeForce 940MX,Windows,10,2.18,8113950.0,1920x1080,,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,Yoga Book,2 in 1 Convertible,"10.1""",Intel Atom x5-Z8550 ,4.0,Intel HD Graphics 400,Android,,0.69,2836548.0,1920x1200,IPSPanel,1.0,1.44,64.0,FlashStorage,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 310-15IKB,Notebook,"15.6""",Intel Core i5 7200U ,4.0,Nvidia GeForce 920M,Windows,10,2.4,5415228.0,1920x1080,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Nvidia
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,"15.6""",Intel Core i7 6500U ,4.0,Nvidia GeForce 920M,Windows,10,2.2,6405085.44,1366x768,,0.0,2.5,500.0,HDD,0.0,NaN,Intel,Nvidia
HP,EliteBook 820,Ultrabook,"12.5""",Intel Core i5 6200U ,8.0,Intel HD Graphics 520,Windows,7,1.26,10661508.0,1920x1080,,0.0,2.3,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 7567,Gaming,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62,13151268.0,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 5579,2 in 1 Convertible,"15.6""",Intel Core i7 8550U ,8.0,Intel UHD Graphics 620,Windows,10,2.08,7282548.0,1920x1080,IPSPanel,1.0,1.8,1000.0,HDD,0.0,NaN,Intel,Intel
Acer,Aspire E5-575,Notebook,"15.6""",Intel Core i5 7200U ,6.0,Intel HD Graphics 620,Windows,10,2.23,4881708.0,1366x768,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Intel
LG,Gram 15Z970,Ultrabook,"15.6""",Intel Core i7 7500U ,16.0,Intel HD Graphics 620,Windows,10,1.08,18664308.0,1920x1080,IPSPanel,1.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
Lenovo,ThinkPad Yoga,2 in 1 Convertible,"13.3""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.37,16227900.0,1920x1080,IPSPanel,1.0,2.5,512.0,SSD,0.0,NaN,Intel,Intel
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Intel Core i5 7300HQ ,8.0,Nvidia GeForce GTX 1050,No OS,,2.4,7193628.0,1920x1080,IPSPanel,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Latitude 7280,Ultrabook,"12.5""",Intel Core i7 7600U ,8.0,Intel HD Graphics 620,Windows,10,1.6,15027480.0,1920x1080,,0.0,2.8,256.0,SSD,0.0,NaN,Intel,Intel
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,"15.6""",AMD E-Series 9000e ,4.0,AMD Radeon R2,Windows,10,2.1,2934360.0,1366x768,,0.0,1.5,500.0,HDD,0.0,NaN,AMD,AMD
Dell,Latitude 3480,Notebook,"14.0""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,Windows,10,1.76,5201820.0,1366x768,,0.0,2.0,500.0,HDD,0.0,NaN,Intel,Intel
Dell,XPS 15,Notebook,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050,Windows,10,2.06,21331908.0,3840x2160,,1.0,2.8,1000.0,SSD,0.0,NaN,Intel,Nvidia
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,"15.6""",Intel Core i7 6500U ,4.0,Intel HD Graphics 520,Windows,7,2.32,7335900.0,1920x1080,,0.0,2.5,1000.0,Hybrid,0.0,NaN,Intel,Intel
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,"15.6""",AMD A6-Series 7310 ,4.0,AMD Radeon R4,Windows,10,2.19,2649816.0,1366x768,,0.0,2.0,500.0,HDD,0.0,NaN,AMD,AMD
Toshiba,Tecra A50-D-11D,Notebook,"15.6""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,2.0,12342096.0,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Intel
MSI,GP62M 7RDX,Gaming,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.4,10161777.6,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,ThinkPad X1,2 in 1 Convertible,"14.0""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.42,20718360.0,2560x1440,IPSPanel,1.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Latitude 5580,Notebook,"15.6""",Intel Core i7 7600U ,16.0,Nvidia GeForce 930MX,Windows,10,1.93,13670471.88,1920x1080,,0.0,2.8,256.0,SSD,0.0,NaN,Intel,Nvidia
HP,EliteBook 820,Netbook,"12.5""",Intel Core i5 7300U ,8.0,Intel HD Graphics 620,Windows,10,1.26,12350988.0,1366x768,,0.0,2.6,256.0,SSD,0.0,NaN,Intel,Intel
Asus,Rog G752VL-GC088D,Gaming,"17.3""",Intel Core i7 6700HQ ,16.0,Nvidia GeForce GTX 965M,No OS,,4.0,8874216.0,1920x1080,IPSPanel,0.0,2.6,1000.0,HDD,0.0,NaN,Intel,Nvidia
Asus,X542UQ-GO005 (i5-7200U/8GB/1TB/GeForce,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Nvidia GeForce 940MX,Linux,,2.3,4650427.08,1366x768,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Nvidia
Lenovo,IdeaPad 320s-14IKB,Notebook,"14.0""",Intel Core i3 7130U ,4.0,Intel HD Graphics 620,Windows,10,1.7,5326308.0,1920x1080,IPSPanel,0.0,2.7,128.0,SSD,0.0,NaN,Intel,Intel
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,"17.3""",AMD A10-Series 9600P ,6.0,AMD Radeon R7 M440,Windows,10,2.65,5059548.0,1920x1080,IPSPanel,0.0,2.4,2000.0,HDD,0.0,NaN,AMD,AMD
HP,ProBook 450,Notebook,"15.6""",Intel Core i5 8250U ,4.0,Intel HD Graphics 620,Windows,10,2.1,6420024.0,1920x1080,IPSPanel,0.0,1.6,500.0,HDD,0.0,NaN,Intel,Intel
HP,Probook 450,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Nvidia GeForce 930MX,Windows,10,2.04,7904988.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Nvidia
HP,Probook 640,Notebook,"14.0""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,1.95,11248380.0,1920x1080,,0.0,2.5,128.0,SSD,0.0,NaN,Intel,Intel
MSI,GP62M Leopard,Gaming,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.2,10661508.0,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Vostro 3568,Notebook,"15.6""",Intel Core i3 6006U ,4.0,AMD Radeon R5 M420,Windows,10,2.18,5494366.8,1366x768,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,AMD
Asus,Rog GL753VD-GC042T,Gaming,"17.3""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,3.0,9238788.0,1920x1080,,0.0,2.8,1000.0,HDD,0.0,NaN,Intel,Nvidia
HP,EliteBook 840,Notebook,"14.0""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,7,1.54,9167563.08,1920x1080,,0.0,2.3,500.0,HDD,0.0,NaN,Intel,Intel
Toshiba,Satellite Pro,Notebook,"13.3""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.5,8651916.0,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Apple,"MacBook 12""",Ultrabook,"12.0""",Intel Core M ,8.0,Intel HD Graphics 515,Mac OS,X,0.92,11559600.0,2304x1440,IPSPanelRetinaDisplay,0.0,1.1,256.0,FlashStorage,0.0,NaN,Intel,Intel
HP,ProBook 470,Notebook,"17.3""",Intel Core i5 8250U ,8.0,Nvidia GeForce 930MX,Windows,10,2.5,8207316.0,1920x1080,,0.0,1.6,256.0,SSD,0.0,NaN,Intel,Nvidia
Dell,Vostro 3568,Notebook,"15.6""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,2.18,5842044.0,1920x1080,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Intel
Asus,ZenBook Flip,2 in 1 Convertible,"13.3""",Intel Core i7 8550U ,8.0,Intel UHD Graphics 620,Windows,10,1.1,13329108.0,1920x1080,,1.0,1.8,512.0,SSD,512.0,SSD,Intel,Intel
Dell,XPS 13,Ultrabook,"13.3""",Intel Core i5 8250U ,8.0,Intel UHD Graphics 620,Windows,10,1.22,8705268.0,1920x1080,IPSPanel,1.0,1.6,128.0,SSD,0.0,NaN,Intel,Intel
Dell,Latitude 5580,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.9,9932275.08,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5,11106108.0,1920x1080,IPSPanel,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
HP,Pavilion 15-AW003nv,Notebook,"15.6""",AMD A9-Series 9410 ,6.0,AMD Radeon R7 M440,Windows,10,2.04,4890511.08,1920x1080,,0.0,2.9,1000.0,Hybrid,0.0,NaN,AMD,AMD
Lenovo,Thinkpad P71,Notebook,"17.3""",Intel Core i7 7700HQ ,8.0,Nvidia Quadro M620M,Windows,10,3.4,26667108.0,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,0.0,NaN,Intel,Nvidia
Lenovo,ThinkPad X1,Notebook,"14.0""",Intel Core i7 6600U ,16.0,Intel HD Graphics 520,Windows,7,1.1,23297040.0,2560x1440,IPSPanel,0.0,2.6,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,Thinkpad Yoga,2 in 1 Convertible,"13.3""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.37,15626978.64,1920x1080,IPSPanel,1.0,2.7,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,No OS,,1.9,4001400.0,1366x768,,0.0,2.0,500.0,HDD,0.0,NaN,Intel,Intel
HP,ProBook 450,Notebook,"15.6""",Intel Core i3 7100U ,8.0,Nvidia GeForce 930MX ,Windows,10,2.1,6366672.0,1920x1080,IPSPanel,0.0,2.4,1000.0,HDD,0.0,NaN,Intel,Nvidia
Dell,Inspiron 5570,Notebook,"15.6""",Intel Core i7 8550U ,8.0,AMD Radeon 530,Windows,10,2.2,7736040.0,1920x1080,,0.0,1.8,256.0,SSD,0.0,NaN,Intel,AMD
Dell,Inspiron 5570,Notebook,"15.6""",Intel Core i7 8550U ,16.0,AMD Radeon 530,Windows,10,2.2,10092420.0,1920x1080,,0.0,1.8,256.0,SSD,2000.0,HDD,Intel,AMD
Dell,Latitude E5570,Notebook,"15.6""",Intel Core i5 6300U ,8.0,Intel HD Graphics 520,Windows,7,2.09,9451751.4,1920x1080,,0.0,2.4,256.0,SSD,0.0,NaN,Intel,Intel
Acer,Aspire F5-573G,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Nvidia GeForce GTX 950M,Windows,10,2.4,7104708.0,1920x1080,,0.0,2.5,256.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Aspire A315-51,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,Windows,10,2.1,3974724.0,1366x768,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,Intel
Dell,Latitude 3380,Notebook,"13.3""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,Windows,10,1.65,6126588.0,1366x768,,0.0,2.0,128.0,SSD,0.0,NaN,Intel,Intel
MSI,GT62VR 7RE,Gaming,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1070,Windows,10,2.94,20165811.12,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,ProBook 470,Notebook,"17.3""",Intel Core i7 7500U ,8.0,Nvidia GeForce 930MX,Windows,10,2.63,11381760.0,1920x1080,,0.0,2.7,1000.0,HDD,0.0,NaN,Intel,Nvidia
Acer,Aspire A515-51G-59QF,Notebook,"15.6""",Intel Core i5 8250U ,4.0,Nvidia GeForce MX150,Windows,10,2.2,5450796.0,1920x1080,IPSPanel,0.0,1.6,1000.0,HDD,0.0,NaN,Intel,Nvidia
HP,Probook 650,Notebook,"15.6""",Intel Core i5 6200U ,8.0,Intel HD Graphics 520,Windows,10,2.31,10359180.0,1920x1080,,0.0,2.3,256.0,SSD,0.0,NaN,Intel,Intel
Dell,XPS 13,Ultrabook,"13.3""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.29,7993908.0,1920x1080,IPSPanel,1.0,2.5,128.0,SSD,0.0,NaN,Intel,Intel
Lenovo,ThinkPad Yoga,2 in 1 Convertible,"13.3""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.37,17517240.0,1920x1080,IPSPanel,1.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
MSI,GS73VR Stealth,Gaming,"17.3""",Intel Core i7 6700HQ ,16.0,Nvidia GeForce GTX 1060,Windows,10,2.43,23554908.0,3840x2160,IPSPanel,0.0,2.6,512.0,SSD,2000.0,HDD,Intel,Nvidia
Acer,Aspire 7,Notebook,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050,Linux,,2.4,7522632.0,1920x1080,,0.0,2.8,1000.0,HDD,0.0,NaN,Intel,Nvidia
Asus,ROG GL703VD-GC028T,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050,Windows,10,2.9,12511044.0,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,250 G6,Notebook,"15.6""",Intel Celeron Dual Core N3060 ,4.0,Intel HD Graphics 400,No OS,,1.86,2303028.0,1366x768,,0.0,1.6,500.0,HDD,0.0,NaN,Intel,Intel
Apple,"MacBook 12""",Ultrabook,"12.0""",Intel Core M ,8.0,Intel HD Graphics 515,Mac OS,X,0.92,11372868.0,2304x1440,IPSPanelRetinaDisplay,0.0,1.2,512.0,FlashStorage,0.0,NaN,Intel,Intel
HP,Elitebook 820,Netbook,"12.5""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.26,13186836.0,1920x1080,,0.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Intel Core i5 7300HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.4,7282548.0,1920x1080,IPSPanel,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Nvidia
Acer,Aspire 3,Notebook,"15.6""",Intel Celeron Dual Core N3350 ,4.0,Intel HD Graphics 500,Linux,,2.1,2418624.0,1366x768,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,Intel
MSI,PL60 7RD,Gaming,"15.6""",Intel Core i7 7500U ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.2,7460388.0,1920x1080,IPSPanel,0.0,2.7,1000.0,HDD,0.0,NaN,Intel,Nvidia
Lenovo,Thinkpad E470,Notebook,"14.0""",Intel Core i5 7200U ,8.0,Nvidia GeForce 920MX,Windows,10,1.87,7621066.44,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Nvidia
Apple,MacBook Pro,Ultrabook,"13.3""",Intel Core i5 ,8.0,Intel Iris Plus Graphics 650,macOS,,1.37,18139680.0,2560x1600,IPSPanelRetinaDisplay,0.0,3.1,512.0,SSD,0.0,NaN,Intel,Intel
HP,EliteBook 840,Ultrabook,"14.0""",Intel Core i7 6500U ,8.0,Intel HD Graphics 520,Windows,10,1.54,13053456.0,1920x1080,,0.0,2.5,512.0,SSD,0.0,NaN,Intel,Intel
Dell,Latitude 7480,Notebook,"14.0""",Intel Core i5 7300U ,8.0,Intel HD Graphics 620,Windows,10,1.36,12688884.0,1920x1080,,0.0,2.6,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15IKB,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Nvidia GeForce 940MX,Windows,10,2.3,7282548.0,1920x1080,,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Vostro 3568,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,2.18,6348799.08,1366x768,,0.0,2.5,128.0,SSD,0.0,NaN,Intel,Intel
Lenovo,ThinkPad T570,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.95,12359880.0,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
HP,Stream 11-Y000na,Netbook,"11.6""",Intel Celeron Dual Core N3060 ,2.0,Intel HD Graphics 400,Windows,10,1.17,1858428.0,1366x768,,0.0,1.6,32.0,FlashStorage,0.0,NaN,Intel,Intel
Dell,Vostro 3568,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,Windows,10,2.18,4967071.2,1366x768,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,Intel
Dell,Precision 3520,Workstation,"15.6""",Intel Core i7 6820HQ ,16.0,Nvidia Quadro M620,Windows,10,2.17,20789496.0,1920x1080,IPSPanel,0.0,2.7,512.0,SSD,0.0,NaN,Intel,Nvidia
MSI,GT72VR Dominator,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1070,Windows,10,3.78,22221108.0,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,ProBook 450,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Nvidia GeForce 930MX,Windows,10,2.04,7527078.0,1366x768,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Nvidia
Mediacom,SmartBook 130,Notebook,"13.3""",Intel Atom x5-Z8350 ,4.0,Intel HD Graphics,Windows,10,1.35,2267460.0,1920x1080,IPSPanel,0.0,1.44,32.0,FlashStorage,0.0,NaN,Intel,Intel
Microsoft,Surface Laptop,Ultrabook,"13.5""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10 S,1.252,11915280.0,2256x1504,,1.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
HP,EliteBook 820,Ultrabook,"12.5""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,10,1.26,11061648.0,1366x768,,0.0,2.3,256.0,SSD,0.0,NaN,Intel,Intel
HP,Spectre Pro,Ultrabook,"13.3""",Intel Core i7 6500U ,8.0,Intel HD Graphics 520,Windows,10,1.16,17508348.0,1920x1080,,0.0,2.5,512.0,SSD,0.0,NaN,Intel,Intel
HP,EliteBook 840,Notebook,"14.0""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,7,1.54,9781111.08,1920x1080,,0.0,2.3,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 3567,Notebook,"15.6""",Intel Core i3 7100U ,6.0,Intel HD Graphics 620,Windows,10,2.3,4081428.0,1366x768,,0.0,2.4,1000.0,HDD,0.0,NaN,Intel,Intel
Dell,Latitude 3580,Notebook,"15.6""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,10,1.95,6490270.8,1366x768,,0.0,2.3,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,No OS,,1.9,3014388.0,1366x768,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,Intel
