manufacturer,model name,category,screen size,cpu,ram(GB),gpu,operating system,operating system version,weight(kg),price,resolution,screen_type,touchscreen,cpu_freq(GHz),storage_1_gb,storage_1_type,storage_2_gb,storage_2_type,cpu_brand,gpu_brand
MSI,GP62MVR 6RF,Gaming,"15.6""",Intel Core i7 6700HQ ,8.0,Nvidia GeForce GTX 1060,Windows,10,2.2,13125570.12,1920x1080,,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Razer,Blade Stealth,Ultrabook,"12.5""",Intel Core i7 6500U ,8.0,Intel HD Graphics 520,Windows,10,1.25,9149868.0,3840x2160,,1.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad Y700-15ISK,Gaming,"15.6""",Intel Core i7 6700HQ ,16.0,Nvidia GeForce GTX 960M,Windows,10,2.6,9149868.0,1920x1080,IPSPanel,1.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Xiaomi,Mi Notebook,Notebook,"15.6""",Intel Core i7 8550U ,16.0,Nvidia GeForce MX150,No OS,,1.95,12448355.4,1920x1080,IPSPanel,0.0,1.8,256.0,SSD,0.0,NaN,Intel,Nvidia
Asus,Rog GL753VE-GC070T,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050 Ti,Windows,10,3.0,14147172.0,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Alienware 17,Notebook,"17.3""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1060,Windows,10,4.42,18193032.0,1920x1080,IPSPanel,0.0,2.7,1000.0,HDD,0.0,NaN,Intel,Nvidia
Dell,Latitude 5590,Ultrabook,"15.6""",Intel Core i7 8650U ,16.0,Intel UHD Graphics 620,Windows,10,1.88,14297980.32,1920x1080,,0.0,1.9,512.0,SSD,256.0,SSD,Intel,Intel
HP,ProBook 650,Notebook,"15.6""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,10,2.31,10661508.0,1366x768,,0.0,2.3,500.0,HDD,0.0,NaN,Intel,Intel
Dell,Latitude 5580,Notebook,"15.6""",Intel Core i5 7300U ,8.0,Intel HD Graphics 620,Windows,10,1.9,8967759.84,1366x768,,0.0,2.6,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad Y700-15ISK,Notebook,"15.6""",Intel Core i5 6300HQ ,8.0,Nvidia GeForce GTX 960M,Windows,10,2.6,7015788.0,1920x1080,IPSPanel,0.0,2.3,128.0,SSD,1000.0,HDD,Intel,Nvidia
Asus,ZenBook UX530UQ-PRO,Ultrabook,"15.6""",Intel Core i7 7500U ,16.0,Nvidia GeForce 940MX,Windows,10,1.63,13053456.0,1920x1080,,0.0,2.7,512.0,SSD,0.0,NaN,Intel,Nvidia
Dell,Inspiron 3567,Notebook,"15.6""",Intel Core i7 7500U ,8.0,AMD Radeon R5 M430,Linux,,2.3,7166863.08,1366x768,,0.0,2.7,1000.0,HDD,0.0,NaN,Intel,AMD
Dell,Alienware 17,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1060,Windows,10,4.42,21841775.28,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,XPS 13,Ultrabook,"13.3""",Intel Core i7 6500U ,8.0,Intel HD Graphics 520,Windows,10,1.3,11275056.0,3200x1800,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Vostro 3568,Notebook,"15.6""",Intel Core i5 7200U ,8.0,AMD Radeon R5 M420,Windows,10,2.18,7022990.52,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,AMD
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,"13.3""",Intel Core i7 6500U ,16.0,Intel HD Graphics 520,Windows,10,1.3,13329108.0,3200x1800,IPSPanel,1.0,2.5,512.0,SSD,0.0,NaN,Intel,Intel
Acer,Chromebook C738T-C2EJ,2 in 1 Convertible,"11.6""",Intel Celeron Dual Core N3060 ,4.0,Intel HD Graphics 400,Chrome OS,,1.25,3458988.0,1366x768,IPSPanel,1.0,1.6,32.0,FlashStorage,0.0,NaN,Intel,Intel
HP,250 G6,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,No OS,,1.86,3244690.8,1366x768,,0.0,2.0,500.0,HDD,0.0,NaN,Intel,Intel
Samsung,Chromebook 3,Netbook,"11.6""",Intel Celeron Dual Core N3060 ,4.0,Intel HD Graphics 400,Chrome OS,,1.15,2391948.0,1366x768,,0.0,1.6,16.0,FlashStorage,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-17IKB,Notebook,"17.3""",Intel Core i5 7200U ,6.0,Nvidia GeForce GTX 940M,Windows,10,2.8,5770908.0,1600x900,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Nvidia
Dell,XPS 15,Notebook,"15.6""",Intel Core i5 7300HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.06,15552108.0,3840x2160,,1.0,2.5,256.0,SSD,0.0,NaN,Intel,Nvidia
Acer,Chromebook C910-C2ST,Notebook,"15.6""",Intel Celeron Dual Core 3205U ,2.0,Intel HD Graphics,Chrome OS,,2.19,1769508.0,1366x768,,0.0,1.5,16.0,SSD,0.0,NaN,Intel,Intel
Toshiba,Tecra A40-C-1E5,Notebook,"14.0""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,10,1.75,9069840.0,1366x768,IPSPanel,0.0,2.3,128.0,SSD,0.0,NaN,Intel,Intel
Acer,Spin 5,2 in 1 Convertible,"13.3""",Intel Core i5 8250U ,8.0,Intel UHD Graphics 620,Windows,10,1.6,8883108.0,1920x1080,IPSPanel,1.0,1.6,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 5368,2 in 1 Convertible,"13.3""",Intel Core i7 6500U ,8.0,Intel HD Graphics 520,Windows,10,1.62,7095904.92,1920x1080,,1.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 7378,2 in 1 Convertible,"13.3""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.6,10661508.0,1920x1080,IPSPanel,1.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Toshiba,Tecra Z40-C-161,Ultrabook,"14.0""",Intel Core i7 6600U ,16.0,Nvidia GeForce 930M,Windows,10,1.47,15685488.0,1920x1080,IPSPanel,0.0,2.6,512.0,SSD,0.0,NaN,Intel,Nvidia
Dell,Inspiron 3567,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,Windows,10,2.3,3722546.88,1366x768,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,Intel
HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,"17.3""",Intel Core i3 6006U ,8.0,Intel HD Graphics 520,Windows,10,2.54,4348188.0,1600x900,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,Intel
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,"15.6""",Intel Core i5 7200U ,8.0,AMD R17M-M1-70,Windows,10,1.9,7229196.0,1920x1080,,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,AMD
Lenovo,ThinkPad E480,Ultrabook,"14.0""",Intel Core i7 8550U ,8.0,AMD Radeon RX 550,Windows,10,1.75,10807158.96,1920x1080,IPSPanel,0.0,1.8,256.0,SSD,0.0,NaN,Intel,AMD
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,"14.0""",Intel Atom X5-Z8350 ,2.0,Intel HD Graphics 400,Windows,10,1.45,1874433.6,1366x768,,0.0,1.44,32.0,FlashStorage,0.0,NaN,Intel,Intel
Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,"15.6""",Intel Celeron Dual Core N3350 ,4.0,Intel HD Graphics 500,Linux,,2.0,2445211.08,1366x768,,0.0,1.1,1000.0,HDD,0.0,NaN,Intel,Intel
HP,EliteBook 1040,Notebook,"14.0""",Intel Core i5 6200U ,8.0,Intel HD Graphics 520,Windows,7,1.43,13062348.0,1920x1080,,0.0,2.3,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 520S-14IKB,Notebook,"14.0""",Intel Core i3 7130U ,8.0,Intel HD Graphics 620,No OS,,1.7,5326308.0,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Intel
HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,"15.6""",Intel Pentium Quad Core N3710 ,8.0,Intel HD Graphics 405,Windows,10,2.04,3458988.0,1366x768,,0.0,1.6,2000.0,HDD,0.0,NaN,Intel,Intel
HP,Envy 13-AD007nv,Notebook,"13.3""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,1.32,6215508.0,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,Thinkpad P51,Notebook,"15.6""",Intel Xeon E3-1535M v6 ,32.0,Nvidia Quadro M2200M,Windows,10,2.5,43561908.0,3840x2160,IPSPanel,0.0,3.1,1000.0,SSD,0.0,NaN,Intel,Nvidia
Acer,TravelMate P259-G2,Notebook,"15.6""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,2.23,5504148.0,1366x768,,0.0,2.5,500.0,HDD,0.0,NaN,Intel,Intel
MSI,GL62M 7REX,Gaming,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.2,10597485.6,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
HP,ZBook 15,Workstation,"15.6""",Intel Core i7 6700HQ ,8.0,Nvidia Quadro M1000M,Windows,7,2.59,19820268.0,1920x1080,IPSPanel,0.0,2.6,256.0,SSD,0.0,NaN,Intel,Nvidia
HP,255 G6,Notebook,"15.6""",AMD E-Series E2-9000e ,4.0,AMD Radeon R2,No OS,,1.86,2294136.0,1366x768,,0.0,1.5,500.0,HDD,0.0,NaN,AMD,AMD
MSI,GS63VR 7RF,Gaming,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1060,Windows,10,1.8,20442708.0,3840x2160,,0.0,2.8,256.0,SSD,2000.0,HDD,Intel,Nvidia
Asus,Rog GL553VE-DS74,Gaming,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5,15996708.0,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Asus,Chromebook Flip,2 in 1 Convertible,"12.5""",Intel Core M M3-6Y30 ,4.0,Intel HD Graphics 515,Chrome OS,,1.2,5948748.0,1920x1080,,1.0,0.9,64.0,FlashStorage,0.0,NaN,Intel,Intel
Lenovo,ThinkPad T470s,Ultrabook,"14.0""",Intel Core i7 7500U ,16.0,Intel HD Graphics 620,Windows,10,1.7,20442708.0,1920x1080,,0.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,"15.6""",Intel Core i7 6500U ,4.0,Nvidia GeForce 920M,Windows,10,2.2,6405085.44,1366x768,,0.0,2.5,500.0,HDD,0.0,NaN,Intel,Nvidia
Acer,Aspire F5-573G-510L,Notebook,"15.6""",Intel Core i5 7200U ,12.0,Nvidia GeForce GTX 950M,Windows,10,2.4,8972028.0,1920x1080,,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Aspire ES1-523,Notebook,"15.6""",AMD A8-Series 7410 ,8.0,AMD Radeon R5,Windows,10,2.4,3992508.0,1366x768,,0.0,2.2,1000.0,HDD,0.0,NaN,AMD,AMD
Apple,MacBook Pro,Ultrabook,"15.4""",Intel Core i7 ,16.0,AMD Radeon Pro 455,macOS,,1.83,22563005.4,2880x1800,IPSPanelRetinaDisplay,0.0,2.7,512.0,SSD,0.0,NaN,Intel,AMD
Asus,ROG Strix,Gaming,"15.6""",Intel Core i5 7300HQ ,8.0,Nvidia GeForce GTX 1060,Windows,10,2.3,14662908.0,1920x1080,IPSPanel,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,ThinkPad X1,2 in 1 Convertible,"14.0""",Intel Core i7 6600U ,16.0,Intel HD Graphics 520,Windows,10,1.36,22221108.0,2560x1440,,1.0,2.6,512.0,SSD,0.0,NaN,Intel,Intel
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,"17.3""",Intel Core i7 7500U ,8.0,Nvidia GeForce GTX 950M,No OS,,2.69,7904988.0,1920x1080,,0.0,2.7,128.0,SSD,1000.0,HDD,Intel,Nvidia
Samsung,Notebook 9,Ultrabook,"15.0""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.17,15107508.0,1920x1080,,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Intel Core i5 7300HQ ,8.0,Nvidia GeForce GTX 1050,No OS,,2.5,9043164.0,1920x1080,IPSPanel,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Nvidia
HP,Stream 14-AX000nv,Notebook,"14.0""",Intel Celeron Dual Core N3060 ,2.0,Intel HD Graphics 400,Windows,10,1.44,2214108.0,1366x768,,0.0,1.6,32.0,FlashStorage,0.0,NaN,Intel,Intel
Lenovo,Thinkpad X270,Ultrabook,"12.5""",Intel Core i7 7500U ,16.0,Intel HD Graphics 620,Windows,10,1.36,15987816.0,1920x1080,IPSPanel,0.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15ISK,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,Windows,10,2.2,4437108.0,1920x1080,,0.0,2.0,128.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 7559,Gaming,"15.6""",Intel Core i7 6700HQ ,16.0,Nvidia GeForce GTX 960<U+039C>,Windows,10,2.59,7816156.92,1920x1080,,0.0,2.6,1000.0,HDD,0.0,NaN,Intel,Nvidia
Google,Pixelbook (Core,Ultrabook,"12.3""",Intel Core i5 7Y57 ,8.0,Intel HD Graphics 615,Chrome OS,,1.1,11337300.0,2400x1600,,1.0,1.2,128.0,SSD,0.0,NaN,Intel,Intel
Acer,Aspire ES1-531,Notebook,"15.6""",Intel Celeron Dual Core N3060 ,4.0,Intel HD Graphics 400,Linux,,2.4,2569788.0,1366x768,,0.0,1.6,500.0,HDD,0.0,NaN,Intel,Intel
MSI,GL72M 7RDX,Gaming,"17.3""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.7,10597485.6,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 5379,2 in 1 Convertible,"13.3""",Intel Core i7 8550U ,8.0,Intel UHD Graphics 620,Windows,10,1.62,7460388.0,1920x1080,IPSPanel,1.0,1.8,1000.0,HDD,0.0,NaN,Intel,Intel
Dell,Vostro 5370,Ultrabook,"13.3""",Intel Core i5 8250U ,8.0,Intel UHD Graphics 620,Windows,10,1.41,8438508.0,1920x1080,,0.0,1.6,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Latitude 5480,Notebook,"14.0""",Intel Core i5 7440HQ ,8.0,Nvidia GeForce 930MX,Linux,,1.64,9683388.0,1920x1080,,0.0,2.8,256.0,SSD,0.0,NaN,Intel,Nvidia
Acer,Predator G9-793,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1070,Windows,10,4.2,23110308.0,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,Thinkpad X1,Ultrabook,"14.0""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.13,22221108.0,1920x1080,IPSPanel,0.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
MSI,GE73VR 7RF,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1070,Windows,10,2.8,19998108.0,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,250 G6,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,No OS,,1.86,3067651.08,1920x1080,,0.0,2.0,500.0,HDD,0.0,NaN,Intel,Intel
Dell,Inspiron 3567,Notebook,"15.6""",Intel Core i3 6006U ,4.0,AMD Radeon R5 M430,Windows,10,2.2,4436218.8,1920x1080,,0.0,2.0,256.0,SSD,0.0,NaN,Intel,AMD
HP,ProBook 440,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,Windows,10,1.63,6126588.0,1366x768,,0.0,2.0,128.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 5567,Notebook,"15.6""",Intel Core i7 7500U ,8.0,AMD Radeon R7 M445,Linux,,2.33,6925712.04,1920x1080,,0.0,2.7,256.0,SSD,0.0,NaN,Intel,AMD
HP,ProBook 430,Notebook,"13.3""",Intel Core i5 8250U ,4.0,Intel UHD Graphics 620,Windows,10,1.49,6002100.0,1920x1080,IPSPanel,0.0,1.6,500.0,HDD,0.0,NaN,Intel,Intel
HP,ProBook 450,Notebook,"15.6""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,2.04,6597864.0,1366x768,,0.0,2.5,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,Legion Y720-15IKB,Gaming,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1060,Windows,10,3.2,11550708.0,1920x1080,IPSPanel,0.0,2.8,1000.0,HDD,0.0,NaN,Intel,Nvidia
Dell,Inspiron 5770,Notebook,"17.3""",Intel Core i5 8250U ,8.0,AMD Radeon 530,Windows,10,2.8,8705268.0,1920x1080,IPSPanel,0.0,1.6,128.0,SSD,1000.0,HDD,Intel,AMD
HP,EliteBook Folio,Ultrabook,"12.5""",Intel Core M 6Y75 ,8.0,Intel HD Graphics 515,Windows,10,0.97,17908488.0,3840x2160,IPSPanel,1.0,1.2,512.0,SSD,0.0,NaN,Intel,Intel
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX1050 Ti,Windows,10,3.0,13373568.0,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,"13.9""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.38,11995308.0,1920x1080,IPSPanel,1.0,2.7,256.0,SSD,0.0,NaN,Intel,Intel
Toshiba,Tecra A50-C-21G,Notebook,"15.6""",Intel Core i7 6500U ,16.0,Nvidia GeForce 930M,Windows,10,2.4,12475476.0,1920x1080,IPSPanel,0.0,2.5,512.0,SSD,0.0,NaN,Intel,Nvidia
HP,ProBook 640,Notebook,"14.0""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,1.95,10714860.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,"15.6""",Intel Core i7 7500U ,12.0,Intel HD Graphics 620,Windows,10,2.15,5859828.0,1920x1080,IPSPanel,1.0,2.7,1000.0,HDD,0.0,NaN,Intel,Intel
Dell,Inspiron 5570,Notebook,"15.6""",Intel Core i5 8250U ,8.0,AMD Radeon 530,Windows,10,2.2,7090569.72,1920x1080,,0.0,1.6,256.0,SSD,0.0,NaN,Intel,AMD
Apple,MacBook Pro,Ultrabook,"13.3""",Intel Core i5 ,8.0,Intel Iris Plus Graphics 640,macOS,,1.37,13502946.6,2560x1600,IPSPanelRetinaDisplay,0.0,2.3,256.0,SSD,0.0,NaN,Intel,Intel
Razer,Blade Pro,Gaming,"14.0""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1060,Windows,10,1.95,31113108.0,1920x1080,,0.0,2.8,1000.0,SSD,0.0,NaN,Intel,Nvidia
Lenovo,IdeaPad 320-15IKB,Notebook,"15.6""",Intel Core i7 7500U ,8.0,Nvidia GeForce 920MX,Windows,10,2.2,7993908.0,1920x1080,,0.0,2.7,1000.0,HDD,0.0,NaN,Intel,Nvidia
HP,Stream 14-AX001nv,Notebook,"14.0""",Intel Celeron Dual Core N3060 ,2.0,Intel HD Graphics 400,Windows,10,1.44,2480868.0,1366x768,,0.0,1.6,32.0,FlashStorage,0.0,NaN,Intel,Intel
Asus,ROG GL553VE-FY022,Gaming,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050 Ti,No OS,,2.5,10394748.0,1920x1080,IPSPanel,0.0,2.8,1000.0,HDD,0.0,NaN,Intel,Nvidia
Dell,Inspiron 3567,Notebook,"15.6""",Intel Core i3 7100U ,6.0,Intel HD Graphics 620,Windows,10,2.3,3903588.0,1366x768,,1.0,2.4,1000.0,HDD,0.0,NaN,Intel,Intel
Xiaomi,Mi Notebook,Ultrabook,"13.3""",Intel Core i5 7200U ,8.0,Nvidia GeForce MX150,No OS,,1.3,8891110.8,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Nvidia
HP,ZBook 15u,Notebook,"15.6""",Intel Core i7 7500U ,8.0,AMD FirePro W4190M ,Windows,10,1.9,11283948.0,1920x1080,,0.0,2.7,1000.0,HDD,0.0,NaN,Intel,AMD
Lenovo,IdeaPad 110-15ISK,Notebook,"15.6""",Intel Core i3 6100U ,8.0,Intel HD Graphics 520,Windows,10,2.29,4081428.0,1366x768,,0.0,2.3,1000.0,HDD,0.0,NaN,Intel,Intel
HP,ENVY -,Notebook,"13.3""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.34,10572588.0,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
HP,Elitebook Folio,Ultrabook,"12.5""",Intel Core M 6Y75 ,8.0,Intel HD Graphics 515,Windows,10,1.09,27565200.0,3840x2160,,1.0,1.2,240.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 5370,Ultrabook,"13.3""",Intel Core i7 8550U ,8.0,AMD Radeon 530,Windows,10,1.4,8491860.0,1920x1080,IPSPanel,0.0,1.8,256.0,SSD,0.0,NaN,Intel,AMD
Dell,Inspiron 5770,Notebook,"17.3""",Intel Core i7 8550U ,16.0,AMD Radeon 530,Windows,10,2.8,11550708.0,1920x1080,,0.0,1.8,256.0,SSD,2000.0,HDD,Intel,AMD
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,"15.6""",Intel Pentium Quad Core N4200 ,4.0,Intel HD Graphics 505,Linux,,2.0,3547819.08,1366x768,,0.0,1.1,1000.0,HDD,0.0,NaN,Intel,Intel
Dell,Inspiron 7567,Gaming,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.6,11995308.0,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Aspire ES1-533,Notebook,"15.6""",Intel Pentium Quad Core N4200 ,4.0,Intel HD Graphics 505,Windows,10,2.4,3378960.0,1366x768,,0.0,1.1,500.0,HDD,0.0,NaN,Intel,Intel
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,"15.6""",Intel Celeron Dual Core N3350 ,4.0,Intel HD Graphics 500,Windows,10,1.86,3725748.0,1366x768,,0.0,1.1,128.0,SSD,0.0,NaN,Intel,Intel
Acer,E5 774G,Notebook,"17.3""",Intel Core i3 6006U ,4.0,Nvidia GeForce 940MX,Windows,10,3.3,5317416.0,1600x900,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,Nvidia
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,"15.6""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,2.1,5525933.4,1920x1080,,0.0,2.5,1000.0,HDD,1000.0,HDD,Intel,Intel
Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,"17.3""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,3.0,10385856.0,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Aspire A515-51G,Notebook,"15.6""",Intel Core i7 8550U ,8.0,Nvidia GeForce MX150,Windows,10,2.2,7478172.0,1920x1080,IPSPanel,0.0,1.8,256.0,SSD,0.0,NaN,Intel,Nvidia
Acer,Chromebook 15,Notebook,"15.6""",Intel Celeron Dual Core 3205U ,4.0,Intel HD Graphics,Chrome OS,,2.2,1858428.0,1366x768,,0.0,1.5,16.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 5570,Notebook,"15.6""",Intel Core i7 8550U ,8.0,AMD Radeon 530,Windows,10,2.02,10158220.8,1920x1080,,0.0,1.8,256.0,SSD,2000.0,HDD,Intel,AMD
Lenovo,ThinkPad L470,Notebook,"14.0""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.9,8340696.0,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,"15.6""",Intel Pentium Quad Core N3710 ,4.0,Intel HD Graphics 405,Windows,10,2.65,2747628.0,1366x768,,0.0,1.6,1000.0,HDD,0.0,NaN,Intel,Intel
Asus,ROG Strix,Gaming,"17.3""",Intel Core i5 7300HQ ,8.0,Nvidia GeForce GTX 1060,Windows,10,2.73,15738840.0,1920x1080,IPSPanel,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Vostro 3568,Notebook,"15.6""",Intel Core i5 7200U ,4.0,AMD Radeon R5 M420,Windows,10,2.18,6090931.08,1366x768,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,AMD
Acer,Swift 3,Ultrabook,"14.0""",Intel Core i5 7200U ,8.0,Intel Graphics 620,Windows,10,1.8,8171748.0,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,"15.6""",AMD A6-Series 9220 ,4.0,AMD Radeon R4,Windows,10,2.1,3539016.0,1920x1080,,0.0,2.5,1000.0,HDD,0.0,NaN,AMD,AMD
Asus,Rog GL502VS,Gaming,"15.6""",Intel Core i7 6700HQ ,16.0,Nvidia GeForce GTX 1070,Windows,10,2.34,20673900.0,1920x1080,IPSPanel,0.0,2.6,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,EliteBook x360,2 in 1 Convertible,"13.3""",Intel Core i7 7600U ,16.0,Intel HD Graphics 620,Windows,10,1.28,17561700.0,1920x1080,,1.0,2.8,256.0,SSD,0.0,NaN,Intel,Intel
Dell,XPS 13,Ultrabook,"13.3""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.29,12964536.0,1920x1080,,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,Thinkpad 13,Notebook,"13.3""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.4,8980920.0,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Intel
HP,Spectre x360,Ultrabook,"13.3""",Intel Core i7 7500U ,16.0,Intel HD Graphics 620,Windows,10,1.3,18219708.0,3840x2160,IPSPanel,0.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
Acer,Aspire 3,Notebook,"15.6""",AMD A9-Series 9420 ,4.0,AMD Radeon R5,Windows,10,2.1,3556800.0,1366x768,,0.0,3.0,500.0,HDD,0.0,NaN,AMD,AMD
